FreeCAD 0.17, Libs: 0.17RUnknown
         16482684 function calls (14940014 primitive calls) in 6.992 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 expr.py:3504(UnevaluatedExpr)
        1    0.000    0.000    0.000    0.000 process.py:25(FindCmdError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-6>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-245>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 FlukaParser.py:1089(GeoDirectiveContext)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2687(acsc)
        1    0.000    0.000    0.000    0.000 formatters.py:845(JavascriptFormatter)
        1    0.000    0.000    0.000    0.000 integers.py:250(frac)
        1    0.000    0.000    0.000    0.000 util.py:70(PtyProcessError)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:206(polylog)
        1    0.000    0.000    0.000    0.000 polynomials.py:932(hermite)
        1    0.000    0.000    0.000    0.000 ast.py:1106(IntBaseType)
        1    0.000    0.000    0.000    0.000 cse_main.py:270(Unevaluated)
        1    0.000    0.000    0.000    0.000 traitlets.py:715(MetaHasDescriptors)
        1    0.000    0.000    0.000    0.000 processors.py:489(TabsProcessor)
        1    0.000    0.000    0.000    0.000 LexerAction.py:140(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1119(_DummyThread)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-611>:1(_open_file)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-88>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 loader.py:33(ConfigFileNotFound)
        1    0.000    0.000    0.000    0.000 traitlets.py:2067(ObjectName)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-73>:1(_random_state)
        1    0.000    0.000    0.000    0.000 relational.py:666(_Less)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3569(Each)
        1    0.000    0.000    0.000    0.000 vt100_input.py:422(raw_mode)
        1    0.000    0.000    0.000    0.000 index_tricks.py:520(CClass)
        1    0.000    0.000    0.000    0.000 lexer.py:51(Lexer)
        1    0.000    0.000    0.000    0.000 prefilter.py:454(AutoMagicChecker)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-762>:1(<module>)
        1    0.000    0.000    0.000    0.000 pycode.py:737(SymPyPrinter)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:357(BackgroundJobBase)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-502>:1(<module>)
        2    0.000    0.000    0.000    0.000 _tokenize_py2.py:59(maybe)
        1    0.000    0.000    0.000    0.000 runtests.py:1927(Reporter)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-223>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 urllib2.py:1439(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 line.py:2267(Segment2D)
        1    0.000    0.000    0.000    0.000 bessel.py:1509(airybiprime)
        1    0.000    0.000    0.000    0.000 doctest.py:1667(DocTestFailure)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-129>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-770>:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:92(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 transforms.py:1568(InverseSineTransform)
        1    0.000    0.000    0.000    0.000 loader.py:305(ConfigLoader)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-565>:1(_random_state)
        1    0.000    0.000    0.000    0.000 bessel.py:476(hankel1)
        6    0.000    0.000    0.000    0.000 numbers.py:3289(__new__)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:873(InverseHyperbolicFunction)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-443>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 display.py:300(FileLink)
        1    0.000    0.000    0.000    0.000 containers.py:359(FloatContainer)
        1    0.000    0.000    0.000    0.000 urllib2.py:336(OpenerDirector)
        1    0.000    0.000    0.000    0.000 python.py:15(PythonPrinter)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-137>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 transforms.py:1515(SineTransform)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-306>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 OpticalSurface.py:4(OpticalSurface)
        1    0.000    0.000    0.000    0.000 geometry.py:630(TRC)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3191(WordStart)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:305(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 ATNConfigSet.py:203(OrderedATNConfigSet)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-634>:1(_not_implemented_for)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3044(<genexpr>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1275(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:94(_EnumDict)
        1    0.000    0.000    0.000    0.000 polynomials.py:1024(laguerre)
        1    0.000    0.000    0.000    0.000 fnodes.py:605(_literal)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-156>:1(<module>)
        1    0.000    0.000    0.000    0.000 prefilter.py:422(IPyAutocallChecker)
        1    0.000    0.000    0.000    0.000 reportviews.py:1075(OutMultiEdgeView)
        1    0.000    0.000    0.000    0.000 argparse.py:886(__init__)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-387>:1(<module>)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:15(ReentrancyLock)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-62>:1(<module>)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 DFAState.py:46(DFAState)
        1    0.000    0.000    0.000    0.000 zipfile.py:285(ZipInfo)
        1    0.000    0.000    0.000    0.000 ask.py:1046(real_elements)
        1    0.000    0.000    0.000    0.000 reportviews.py:1042(InEdgeView)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3591(Each)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-139>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:582(Filterer)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:179(_ndptr)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-417>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-197>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-274>:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:59(_NoValueType)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-293>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:10(LambdaPrinter)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-135>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-94>:1(<module>)
        1    0.000    0.000    0.000    0.000 sequences.py:976(SeqAdd)
        1    0.000    0.000    0.000    0.000 planarity.py:695(PlanarEmbedding)
        1    0.000    0.000    0.000    0.000 complexes.py:941(principal_branch)
        1    0.000    0.000    0.000    0.000 polynomials.py:647(chebyshevt_root)
        1    0.000    0.000    0.000    0.000 ast.py:1685(FunctionPrototype)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-17>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 coloransi.py:74(InputTermColors)
        1    0.000    0.000    0.000    0.000 __init__.py:24(UnknownBackend)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-91>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 runtests.py:1829(SymPyOutputChecker)
        1    0.000    0.000    0.000    0.000 optimization.py:102(MNewton)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-83>:1(_random_state)
        1    0.000    0.000    0.000    0.000 cli.py:281(ViInsertMode)
        1    0.000    0.000    0.000    0.000 polyoptions.py:605(Auto)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3422(Or)
        1    0.000    0.000    0.000    0.000 ast.py:889(QuotedString)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-207>:1(<module>)
        1    0.000    0.000    0.000    0.000 graphml.py:582(GraphMLWriterLxml)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:47(PytestTester)
        1    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 lexer.py:278(_PseudoMatch)
        1    0.000    0.000    0.000    0.000 argparse.py:689(ArgumentError)
        1    0.000    0.000    0.000    0.000 gmpyfinitefield.py:10(GMPYFiniteField)
        1    0.000    0.000    0.000    0.000 __init__.py:67(CodeTagFilter)
        1    0.000    0.000    0.000    0.000 base.py:186(Always)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-128>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-626>:1(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:53(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-186>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-181>:1(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:22(MagicsDisplay)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-613>:1(<module>)
        1    0.000    0.000    0.000    0.000 toolbars.py:56(ArgToolbarControl)
        1    0.000    0.000    0.000    0.000 facts.py:255(TautologyDetected)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-458>:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:1708(ForwardDeclaredMixin)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-169>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-162>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2184(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-554>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-416>:1(<module>)
        1    0.000    0.000    0.000    0.000 calculus.py:1(CalculusMethods)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-630>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-376>:1(_not_implemented_for)
        2    0.000    0.000    0.000    0.000 rcsetup.py:110(validate_any)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-332>:1(<module>)
        1    0.000    0.000    0.000    0.000 reportviews.py:390(DegreeView)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-179>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 __init__.py:90(NoDataAllowedErr)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-473>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-380>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-381>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:22(HyperbolicFunction)
        2    0.000    0.000    0.000    0.000 rcsetup.py:225(validate_int_or_None)
        1    0.000    0.000    0.000    0.000 __init__.py:71(ProcessError)
        1    0.000    0.000    0.000    0.000 pycode.py:706(<dictcomp>)
        1    0.000    0.000    0.000    0.000 markers.py:37(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 common.py:32(ShapeError)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:197(MultiDiGraphMatcher)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:3261(InteractiveShellABC)
        2    0.000    0.000    0.000    0.000 pretty.py:577(_set_pprinter_factory)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-420>:1(<module>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:206(validate_dpi)
        1    0.000    0.000    0.000    0.000 transforms.py:1345(FourierTransform)
        1    0.000    0.000    0.000    0.000 from_dict.py:131(_StyleFromDict)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-575>:1(_open_file)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-272>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-496>:1(<module>)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:23(Suggestion)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-637>:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 display.py:671(HTML)
        1    0.000    0.000    0.000    0.000 LexerAction.py:188(LexerCustomAction)
        1    0.000    0.000    0.000    0.000 geometry.py:314(InfiniteEllipticalCylinder)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3075(_PositionToken)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-7>:1(_random_state)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-704>:1(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:573(_PowerLinearOperator)
        1    0.000    0.000    0.000    0.000 ordered.py:61(OrderedMultiGraph)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-373>:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 factorials.py:268(MultiFactorial)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-574>:1(<module>)
        1    0.000    0.000    0.000    0.000 polyerrors.py:172(OptionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1129(__init__)
        1    0.000    0.000    0.000    0.000 optimization.py:211(Muller)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-484>:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1202(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 util.py:32(ClassNotFound)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-44>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4390(OnlyOnce)
        1    0.000    0.000    0.000    0.000 base.py:22(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-766>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.pyc:decorator-gen-325>:1(_not_implemented_for)
